student_id,index
D000419116,1352
D000427647,1363
D000428736,1369
D000429764,1376
D000433488,1382
D000433976,1388
D000434027,1394
D000439176,1401
D000439268,1408
D000441629,1415
D000441803,1419
D000442459,1427
D000447706,1433
D000448215,1436
D000451567,1441
D000456425,1451
D000456708,1458
D000457965,1462
D000458153,1472
D000459594,1478
D000467230,1484
D000468749,1491
D000468961,1497
D000471350,1504
D000473088,1510
D000489379,1518
D000493222,1530
D000498838,1537
D000498999,1546
D000500418,1556
D000501057,1559
D000503990,1568
D000507110,1573
D000507493,1586
D000509176,1593
D000510660,1599
D000515610,1608
D000517065,1614
D000517218,1621
D000520829,1628
D000521444,1635
D000522823,1644
D000529372,1656
D000532891,1666
D000533164,1673
D000534895,1678
D000535977,1688
D000536288,1701
D000544023,1710
D000544450,1719
D000545440,1730
D000550802,1739
D000552981,1750
D000555357,1759
D000558174,1762
D000565608,1775
D000569002,1779
D000571364,1785
D000572262,1793
D000573405,1800
D000577786,1812
D000579193,1815
D000580007,1821
D000583008,1829
D000586269,1833
D000588812,1839
D000589260,1851
D000592697,1861
D000594578,1870
D000600279,1879
D000605021,1888
D000610612,1892
D000627238,1898
D000629348,1908
D000632546,1916
D000636223,1927
D000638036,1931
D000638142,1937
D000649070,1947
D000650984,1955
D000661676,1968
D000666756,1976
D000670180,1981
D000680219,1989
D000684477,1994
D000686334,1998
D000689083,2005
D000689816,2011
D000690256,2015
D000690287,2022
D000691536,2028
D000697095,2037
D000700474,2046
D000702355,2053
D000704083,2057
D000705097,2064
D000706568,2072
D000711258,2081
D000712798,2091
D000714341,2098
D000718660,2104
D000724647,2116
D000728768,2119
D000733984,2122
D000734400,2132
D000736220,2140
D000738101,2149
D000741187,2156
D000741798,2164
D000748698,2175
D000751216,2181
D000753401,2188
D000753708,2200
D000759328,2204
D000762991,2213
D000768320,2223
D000769433,2228
D000778411,2234
D000778930,2247
D000780308,2255
D000785976,2258
D000792257,2263
D000794763,2273
D000798174,2286
D000802048,2293
D000804004,2296
D000805476,2300
D000806541,2306
D000807425,2310
D000813020,2314
D000816403,2325
D000816762,2330
D000817080,2335
D000819794,2345
D000820356,2349
D000820776,2361
D000821353,2370
D000821650,2376
D000827355,2382
D000833691,2390
D000836258,2402
D000838894,2405
D000851312,2416
D000853880,2422
D000856201,2428
D000856645,2433
D000863216,2437
D000863667,2449
D000866033,2456
D000867085,2462
D000867603,2469
D000868303,2477
D000869577,2487
D000872126,2498
D000873260,2502
D000875745,2509
D000876520,2512
D000881753,2517
D000884884,2523
D000885409,2530
D000888875,2539
D000891691,2543
D000895378,2554
D000897549,2561
D000899086,2568
D000902090,2580
D000902694,2585
D000906739,2591
D000908429,2603
D000908696,2609
D000913539,2618
D000913607,2624
D000917490,2631
D000917872,2634
D000919500,2646
D000919647,2649
D000920162,2662
D000922593,2673
D000923286,2678
D000924368,2686
D000930697,2697
D000931595,2706
D000933452,2716
D000935104,2726
D000935425,2737
D000937924,2740
D000938556,2747
D000940108,2751
D000941297,2755
D000942348,2762
D000943512,2770
D000944595,2777
D000947459,2787
D000948876,2794
D000949279,2800
D000955027,2804
D000959438,2811
D000961530,2817
D000961639,2820
D000963046,2825
D000963060,2830
D000963985,2839
D000967006,2846
D000967860,2851
D000969239,2862
D000972079,2868
D000974530,2876
D000976299,2882
D000980630,2891
D000987486,2896
D000990257,2903
D000991087,2910
D000991698,2914
D000995146,2927
D000997522,2937
D001002218,2946
D001006414,2952
D001009323,2962
D001011258,2971
D001012880,2979
D001021127,2983
D001021493,2987
D001022629,2996
D001026955,3001
D001029154,3004
D001030075,3007
D001030785,3013
D001032970,3021
D001036749,3033
D001040753,3037
D001042252,3048
D001051445,3056
D001053692,3059
D001055542,3071
D001058680,3084
D001063004,3095
D001063714,3100
D001065510,3108
D001066180,3114
D001068887,3122
D001072853,3130
D001073775,3136
D001074048,3143
D001074581,3152
D001077223,3158
D001085273,3165
D001091793,3168
D001094251,3174
D001095500,3184
D001096736,3192
D001098396,3196
D001099225,3208
D001101935,3217
D001102079,3224
D001104462,3234
D001110203,3240
D001113501,3244
D001120288,3248
D001120448,3255
D001120882,3265
D001122879,3274
D001128680,3280
D001131574,3287
D001134636,3291
D001140866,3298
D001141894,3302
D001143287,3309
D001147506,3317
D001149586,3322
D001152319,3334
D001153804,3341
D001161328,3347
D001162004,3350
D001167047,3357
D001167382,3364
D001167580,3368
D001168709,3377
D001170863,3386
D001171464,3395
D001171914,3404
D001180046,3415
D001181067,3420
D001181401,3432
D001182408,3443
D001187687,3450
D001188004,3457
D001189384,3464
D001190748,3475
D001190885,3480
D001192988,3488
D001194203,3498
D001201413,3506
D001202021,3512
D001205329,3521
D001208818,3529
D001213256,3535
D001215335,3541
D001218343,3549
D001218756,3561
D001219319,3567
D001220896,3571
D001221787,3576
D001222760,3581
D001224429,3594
D001227239,3599
D001228441,3606
D001230840,3617
D001236521,3623
D001239218,3633
D001239225,3645
D001240306,3655
D001242188,3659
D001244267,3667
D001246445,3671
D001248449,3683
D001250220,3690
D001251418,3698
D001252101,3707
D001255652,3718
D001261097,3725
D001261691,3728
D001262704,3736
D001262803,3743
D001264449,3755
D001266115,3768
D001266122,3775
D001268799,3787
D001268805,3795
D001271362,3800
D001274271,3810
D001274608,3820
D001276411,3829
D001276435,3834
D001278811,3840
D001280234,3849
D001285741,3857
D001291575,3862
D001297751,3871
D001302332,3877
D001303384,3882
D001305128,3895
D001307931,3907
D001310207,3913
D001310733,3919
D001317336,3926
D001321401,3931
D001324334,3941
D001327670,3948
D001334487,3951
D001337204,3964
D001340204,3969
D001343229,3981
D001349054,3987
D001357998,3993
D001359350,4002
D001359374,4012
D001360974,4025
D001362695,4034
D001368376,4045
D001368918,4050
D001369311,4058
D001375251,4066
D001376944,4074
D001377637,4082
D001378290,4089
D001387339,4098
D001389135,4101
D001391497,4106
D001393187,4115
D001395808,4124
D001399240,4133
D001401332,4142
D001411102,4152
D001412345,4160
D001413151,4166
D001416626,4174
D001416961,4180
D001423068,4184
D001428179,4189
D001433586,4200
D001436747,4210
D001437249,4215
D001439120,4227
D001444230,4233
D001444520,4246
D001445220,4254
D001453430,4258
D001454758,4266
D001458374,4275
D001458893,4280
D001458930,4283
D001462593,4288
D001463736,4295
D001465778,4305
D001468618,4310
D001471717,4323
D001475470,4329
D001476934,4335
D001477504,4340
D001478778,4347
D001481198,4350
D001482409,4358
D001482539,4364
D001484007,4369
D001489767,4377
D001492118,4385
D001493474,4389
D001494709,4398
D001495812,4403
D001495904,4411
D001497038,4418
D001499735,4421
D001502640,4425
D001505634,4430
D001516234,4435
D001517460,4440
D001532586,4443
D001533491,4449
D001535426,4454
D001538717,4457
D001539912,4462
D001545593,4468
D001547405,4479
D001551952,4492
D001555226,4502
D001557374,4507
D001559798,4513
D001560077,4518
D001562453,4524
D001565652,4527
D001566840,4535
D001569728,4541
D001573640,4545
D001575170,4551
D001580495,4555
D001581744,4565
D001583830,4570
D001586091,4574
D001594539,4577
D001595628,4580
D001600469,4584
D001602791,4593
D001605891,4601
D001612028,4604
D001613186,4611
D001613209,4616
D001613643,4627
D001624014,4631
D001626926,4636
D001629132,4647
D001631364,4657
D001632644,4662
D001632835,4671
D001633375,4675
D001633849,4682
D001635379,4687
D001635928,4691
D001636468,4703
D001637151,4713
D001639353,4720
D001645620,4727
D001656169,4733
D001656428,4737
D001658064,4742
D001658323,4745
D001661262,4750
D001664133,4754
D001664386,4764
D001668315,4772
D001668469,4778
D001668865,4784
D001669893,4790
D001671568,4794
D001674620,4801
D001675603,4809
D001676662,4818
D001681482,4825
D001683837,4831
D001684339,4839
D001688474,4846
D001692297,4856
D001694284,4863
D001695939,4874
D001697858,4883
D001700480,4890
D001715361,4897
D001718447,4906
D001719703,4917
D001719789,4929
D001722208,4935
D001723083,4944
D001724899,4954
D001728088,4960
D001729665,4967
D001734669,4972
D001735376,4984
D001738674,4993
D001739602,5000
D001746327,5010
D001746860,5021
D001750317,5031
D001752434,5035
D001753660,5046
D001758436,5058
D001760477,5064
D001765205,5070
D001766318,5077
D001769487,5088
D001770766,5092
D001770889,5097
D001774535,5105
D001776577,5117
D001777000,5121
D001779240,5128
D001783469,5138
D001784985,5143
D001789300,5146
D001790863,5153
D001792669,5160
D001802108,5165
D001804256,5169
D001804638,5172
D001806076,5178
D001809305,5188
D001809961,5193
D001810271,5204
D001810646,5213
D001812114,5217
D001821697,5226
D001822335,5235
D001822755,5240
D001824759,5246
D001826333,5249
D001829969,5257
D001840414,5267
D001843125,5270
D001848878,5279
D001849424,5286
D001851090,5294
D001851991,5306
D001852073,5315
D001860290,5325
D001860764,5334
D001861969,5347
D001862669,5356
D001865936,5362
D001869811,5373
D001875140,5377
D001875775,5381
D001885316,5394
D001885804,5398
D001887983,5405
D001888676,5409
D001889956,5422
D001895803,5430
D001898224,5438
D001900514,5450
D001900668,5461
D001901351,5473
D001904697,5479
D001915006,5485
D001916249,5491
D001917529,5503
D001923520,5509
D001926040,5515
D001931907,5521
D001936889,5534
D001938517,5538
D001939651,5544
D001941548,5549
D001946741,5555
D001949469,5564
D001954333,5573
D001955262,5584
D001956771,5592
D001958720,5603
D001959598,5615
D001962598,5620
D001963731,5633
D001964998,5640
D001966855,5647
D001973341,5651
D001976816,5656
D001982619,5663
D001983647,5669
D001986013,5675
D001987669,5683
D001987829,5694
D001992618,5700
D001993912,5704
D001995121,5709
D001996517,5720
D001997859,5726
D002000862,5732
D002007878,5736
D002009742,5740
D002013121,5743
D002015774,5753
D002017464,5759
D002018546,5769
D002022116,5775
D002023533,5782
D002028170,5786
D002030470,5793
D002032047,5803
D002032207,5813
D002034539,5822
D002038100,5831
D002038490,5835
D002040561,5843
D002041902,5850
D002052472,5859
D002053196,5872
D002059877,5883
D002062433,5890
D002063713,5895
D002075532,5907
D002078045,5913
D002082394,5926
D002082547,5935
D002085272,5945
D002087986,5952
D002093611,5958
D002098456,5963
D002105628,5969
D002107783,5980
D002114361,5987
D002116525,5993
D002118215,6005
D002124124,6011
D002126081,6016
D002136363,6026
D002137179,6029
D002137230,6040
D002137711,6049
D002138664,6059
D002140735,6063
D002142197,6070
D002143170,6077
D002143675,6080
D002146072,6087
D002148519,6092
D002161273,6095
D002161822,6099
D002165141,6102
D002166704,6107
D002169422,6116
D002172194,6127
D002174648,6133
D002176246,6137
D002177311,6146
D002178318,6150
D002183015,6163
D002185712,6173
D002188744,6178
D002188836,6184
D002195308,6190
D002200774,6197
D002208558,6204
D002209913,6209
D002212128,6212
D002214689,6216
D002215266,6224
D002223384,6228
D002223902,6237
D002224602,6241
D002225609,6246
D002226101,6255
D002230924,6262
D002231938,6272
D002232034,6279
D002232485,6285
D002234601,6296
D002238593,6304
D002240169,6311
D002240596,6318
D002246475,6331
D002252391,6338
D002255804,6346
D002259017,6353
D002262383,6366
D002263076,6372
D002269399,6376
D002272399,6383
D002278377,6389
D002280400,6396
D002285665,6408
D002287881,6419
D002289052,6424
D002292090,6428
D002292557,6434
D002294308,6444
D002296357,6456
D002299402,6459
D002299570,6462
D002315621,6467
D002319520,6479
D002319667,6482
D002319940,6491
D002324005,6495
D002324258,6501
D002329482,6508
D002330501,6515
D002333854,6522
D002334141,6527
D002340456,6534
D002341330,6542
D002343006,6548
D002344829,6559
D002348445,6568
D002348858,6572
D002352107,6576
D002352527,6581
D002357478,6590
D002364445,6600
D002365770,6610
D002365954,6619
D002369129,6626
D002372792,6635
D002374550,6644
D002376639,6648
D002377483,6655
D002380421,6663
D002384863,6668
D002393209,6675
D002396309,6682
D002396668,6689
D002398587,6693
D002400082,6706
D002402093,6712
D002404547,6717
D002404622,6723
D002405490,6735
D002406404,6741
D002407807,6748
D002410593,6752
D002422442,6756
D002424095,6762
D002425368,6771
D002426549,6784
D002431246,6788
D002437859,6794
D002444765,6799
D002447476,6805
D002467115,6811
D002467818,6819
D002468747,6823
D002471624,6829
D002473574,6838
D002473970,6847
D002474168,6855
D002474380,6861
D002475431,6868
D002475530,6874
D002476773,6877
D002478661,6883
D002480282,6893
D002481784,6902
D002483573,6911
D002490649,6916
D002490786,6923
D002497044,6926
D002500355,6938
D002500904,6944
D002504421,6949
D002509822,6960
D002510040,6969
D002514451,6979
D002516714,6990
D002521282,6993
D002524511,6999
D002525839,7005
D002527338,7014
D002539843,7021
D002541310,7026
D002541365,7032
D002547374,7037
D002550695,7049
D002557250,7054
D002560038,7066
D002560892,7071
D002563701,7081
D002567266,7091
D002568386,7097
D002568621,7102
D002569994,7108
D002574004,7117
D002577630,7124
D002579498,7129
D002581774,7137
D002584508,7143
D002585499,7148
D002587684,7152
D002588087,7165
D002590820,7172
D002591391,7183
D002592756,7190
D002595924,7196
D002598994,7201
D002599991,7208
D002602240,7218
D002607634,7222
D002609539,7226
D002611112,7231
D002612638,7238
D002615226,7244
D002617206,7253
D002620596,7256
D002623894,7262
D002625034,7268
D002626932,7271
D002638584,7283
D002639529,7292
D002640464,7302
D002640877,7311
D002641034,7321
D002643137,7325
D002646091,7330
D002646367,7337
D002646527,7341
D002647579,7350
D002651873,7355
D002663685,7362
D002666105,7375
D002668772,7385
D002668802,7391
D002671666,7400
D002676968,7408
D002677408,7413
D002679402,7417
D002683508,7428
D002685113,7434
D002685212,7440
D002686646,7444
D002687056,7450
D002688121,7463
D002689616,7468
D002691978,7475
D002693026,7480
D002695020,7489
D002696867,7495
D002698120,7500
D002701196,7507
D002702780,7515
D002702810,7519
D002707273,7532
D002715544,7539
D002720012,7550
D002720470,7557
D002729961,7566
D002732039,7575
D002739953,7578
D002740874,7584
D002741536,7597
D002742748,7603
D002745114,7614
D002747378,7623
D002749501,7629
D002750439,7636
D002753317,7641
D002753508,7653
D002753973,7659
D002763606,7664
D002765136,7673
D002767147,7679
D002767277,7690
D002770253,7695
D002770611,7702
D002771380,7711
D002772097,7718
D002777061,7721
D002780825,7731
D002782553,7737
D002785721,7743
D002786452,7748
D002789101,7755
D002791517,7759
D002793061,7769
D002793634,7781
D002803760,7787
D002805931,7792
D002807263,7800
D002807928,7813
D002808352,7824
D002810485,7834
D002813240,7839
D002813714,7845
D002814544,7853
D002827377,7857
D002830155,7866
D002831961,7875
D002833125,7883
D002836393,7888
D002839158,7892
D002842639,7905
D002842820,7914
D002843469,7917
D002846293,7923
D002849072,7930
D002851921,7937
D002854670,7942
D002855271,7945
D002856667,7951
D002858968,7957
D002863245,7967
D002867120,7973
D002870182,7977
D002874487,7983
D002875927,7989
D002879857,7994
D002879970,7999
D002880860,8006
D002881225,8010
D002881997,8016
D002883748,8022
D002884783,8027
D002885865,8037
D002894935,8046
D002895307,8055
D002897547,8061
D002899114,8065
D002901619,8071
D002901763,8077
D002906225,8083
D002907345,8090
D002914640,8098
D002917160,8109
D002917276,8117
D002918440,8122
D002919126,8129
D002921518,8137
D002922836,8144
D002925127,8150
D002927657,8154
D002929323,8161
D002940977,8166
D002942339,8172
D002943411,8179
D002943633,8188
D002944098,8194
D002951621,8200
D002955629,8206
D002962030,8211
D002963310,8218
D002963877,8227
D002964690,8231
D002977355,8238
D002978109,8246
D002979700,8254
D002979939,8261
D002983899,8268
D002984834,8279
D002985763,8284
D002990514,8291
D002997582,8299
D002999937,8309
D003000137,8315
D003002261,8327
D003007815,8333
D003015490,8338
D003015629,8345
D003017043,8353
D003019672,8363
D003020517,8372
D003026700,8379
D003028025,8383
D003029084,8395
D003032497,8399
D003032794,8403
D003034071,8406
D003034675,8415
D003036143,8421
D003038697,8426
D003043035,8431
D003044810,8438
D003047781,8443
D003053577,8452
D003061428,8460
D003062685,8468
D003066669,8474
D003067307,8483
D003070741,8492
D003070963,8502
D003071007,8509
D003071779,8515
D003072578,8521
D003075456,8531
D003075814,8541
D003080160,8554
D003082201,8560
D003090466,8564
D003094808,8570
D003095478,8574
D003098363,8583
D003098974,8586
D003099162,8592
D003104279,8598
D003106273,8603
D003110652,8612
D003110881,8619
D003112786,8626
D003113387,8633
D003116494,8639
D003119747,8643
D003122303,8648
D003125175,8653
D003126677,8663
D003127223,8667
D003130438,8676
D003132432,8683
D003134344,8687
D003134832,8694
D003135945,8697
D003136461,8702
D003137802,8709
D003141946,8720
D003146637,8725
D003147443,8732
D003154816,8741
D003157831,8751
D003161128,8762
D003162408,8769
D003170120,8776
D003171202,8783
D003171554,8788
D003174630,8795
D003176689,8803
D003177822,8812
D003179932,8817
D003184752,8826
D003185629,8830
D003187579,8843
D003189986,8850
D003192030,8860
D003195956,8864
D003197554,8871
D003204498,8874
D003210796,8880
D003211809,8890
D003213377,8896
D003216965,8904
D003220641,8910
D003224229,8916
D003228715,8923
D003230992,8930
D003231500,8943
D003231852,8948
D003231951,8953
D003236147,8958
D003244968,8970
D003250228,8981
D003250945,8986
D003254356,8997
D003256961,9001
D003259351,9011
D003268384,9022
D003269657,9026
D003273135,9032
D003275733,9038
D003278154,9047
D003279175,9053
D003282724,9060
D003287460,9064
D003287712,9070
D003294383,9078
D003296028,9088
D003299425,9096
D003299494,9101
D003300626,9107
D003310052,9113
D003310588,9124
D003310908,9129
D003312537,9135
D003312575,9146
D003313725,9155
D003321591,9164
D003322598,9171
D003322611,9183
D003325131,9193
D003327753,9199
D003329481,9208
D003336427,9214
D003337516,9217
D003337943,9221
D003339244,9225
D003339619,9232
D003343272,9239
D003345955,9246
D003347317,9252
D003351116,9257
D003351734,9263
D003355848,9271
D003360682,9278
D003360927,9288
D003361146,9292
D003361276,9297
D003365298,9307
D003367520,9313
D003369975,9318
D003373361,9325
D003375822,9338
D003376423,9347
D003378496,9359
D003380284,9371
D003383223,9384
D003384114,9391
D003389126,9397
D003390528,9400
D003391587,9407
D003392461,9412
D003395677,9419
D003403624,9423
D003403921,9430
D003407912,9434
D003416075,9442
D003417799,9452
D003417980,9461
D003418338,9466
D003421147,9471
D003422984,9478
D003423776,9484
D003425077,9491
D003426234,9497
D003428832,9508
D003431276,9521
D003431450,9528
D003442111,9539
D003442999,9548
D003443606,9553
D003443972,9562
D003444856,9572
D003445433,9578
D003449042,9588
D003457207,9595
D003458679,9605
D003462652,9612
D003464571,9621
D003466070,9631
D003470978,9639
D003472033,9646
D003472774,9652
D003474068,9657
D003479216,9660
D003479582,9665
D003481356,9674
D003481417,9679
D003483343,9686
D003484739,9694
D003487280,9699
D003492543,9703
D003498118,9711
D003498354,9718
D003500545,9724
D003500989,9730
D003502082,9738
D003509340,9745
D003515792,9749
D003516676,9753
D003523452,9757
D003524305,9766
D003524701,9769
D003527245,9782
D003530689,9788
D003531051,9793
D003531426,9799
D003537107,9809
D003537176,9815
D003539132,9822
D003540305,9829
D003541081,9837
D003543580,9847
D003544044,9853
D003544051,9860
D003545430,9866
D003547113,9872
D003548769,9879
D003549681,9887
D003551677,9892
D003557594,9900
D003558478,9911
D003560402,9921
D003565254,9933
D003569672,9943
D003575246,9952
D003576748,9963
D003578025,9971
D003582749,9976
D003582800,9982
D003584064,9987
D003588222,9995
D003591734,10004
D003595756,10010
D003597699,10014
D003599891,10021
D003603369,10028
D003608494,10039
D003610053,10046
D003610671,10057
D003614969,10066
D003615461,10072
D003615867,10078
D003617953,10083
D003617977,10091
D003618240,10101
D003619162,10110
D003622933,10122
D003623206,10133
D003623664,10144
D003624845,10156
D003625217,10166
D003627631,10173
D003627686,10179
D003633854,10182
D003635551,10195
D003640531,10203
D003641378,10211
D003644959,10214
D003646243,10223
D003646755,10227
D003649053,10234
D003655221,10239
D003655733,10244
D003655917,10250
D003656693,10258
D003660027,10265
D003662564,10271
D003668047,10278
D003668849,10289
D003674864,10298
D003680742,10303
D003682845,10308
D003683354,10315
D003685327,10324
D003685372,10337
D003687345,10343
D003687970,10351
D003688380,10355
D003691960,10365
D003693322,10369
D003693520,10376
D003694978,10386
D003701225,10392
D003702130,10399
D003703281,10410
D003709030,10414
D003712849,10423
D003714843,10426
D003720066,10432
D003720981,10441
D003724552,10454
D003724767,10460
D003725641,10464
D003727485,10472
D003728314,10477
D003729762,10482
D003734186,10489
D003747391,10499
D003750445,10505
D003755150,10514
D003756874,10519
D003758557,10522
D003760154,10529
D003760314,10533
D003761076,10541
D003762707,10551
D003763506,10564
D003764817,10577
D003765531,10581
D003766163,10584
D003767825,10589
D003768136,10596
D003771679,10608
D003772188,10615
D003775660,10621
D003780800,10627
D003784488,10635
D003786093,10642
D003798379,10650
D003806913,10657
D003807651,10664
D003808344,10677
D003813539,10686
D003814345,10692
D003819180,10700
D003825235,10703
D003827031,10713
D003827154,10721
D003827666,10733
D003835272,10739
D003837238,10745
D003837955,10754
D003838273,10763
D003842195,10768
D003843673,10773
D003847213,10777
D003850220,10790
D003852170,10796
D003852613,10804
D003855515,10807
D003856857,10819
D003860809,10826
D003862254,10830
D003866924,10837
D003867105,10850
D003868706,10858
D003870709,10863
D003872574,10869
D003884591,10875
D003886540,10881
D003887493,10893
D003889893,10899
D003890158,10904
D003893135,10910
D003899588,10915
D003900123,10921
D003902769,10926
D003903186,10931
D003904121,10936
D003905050,10948
D003914038,10955
D003916605,10968
D003919408,10975
D003921388,10982
D003921685,10988
D003923351,10997
D003926895,11003
D003927687,11010
D003931899,11019
D003939215,11028
D003939437,11035
D003941980,11045
D003944189,11052
D003944998,11060
D003952856,11065
D003959558,11071
D003962497,11078
D003962756,11084
D003963760,11091
D003971390,11102
D003972243,11106
D003972786,11115
D003973035,11127
D003977729,11134
D003978009,11145
D003982488,11152
D003986288,11159
D003988466,11170
D003993996,11183
D003994061,11188
D003994214,11195
D003998205,11205
D003999172,11211
D004000501,11217
D004011651,11227
D004014430,11236
D004016144,11242
D004016649,11250
D004017295,11255
D004017806,11266
D004019404,11272
D004020240,11283
D004021742,11291
D004023159,11301
D004029793,11306
D004030935,11311
D004036166,11317
D004037606,11329
D004038184,11341
D004038641,11346
D004038948,11356
D004044567,11360
D004045632,11365
D004049432,11375
D004054139,11385
D004056423,11392
D004057307,11396
D004057352,11406
D004061564,11412
D004063063,11416
D004063865,11421
D004064404,11425
D004064848,11438
D004065517,11441
D004070481,11445
D004070870,11451
D004073246,11459
D004074236,11465
D004074250,11472
D004074946,11477
D004078869,11488
D004083412,11500
D004084099,11508
D004084723,11515
D004088059,11519
D004091134,11528
D004095095,11537
D004101048,11544
D004104575,11551
D004107354,11554
D004109785,11560
D004115854,11569
D004121732,11581
D004122258,11588
D004124382,11595
D004130406,11606
D004134381,11609
D004144083,11615
D004152170,11623
D004153726,11630
D004157816,11640
D004162827,11653
D004164142,11659
D004165682,11666
D004169734,11673
D004172956,11679
D004174035,11689
D004179276,11699
D004180432,11705
D004180623,11713
D004190875,11717
D004193463,11723
D004194521,11730
D004197638,11737
D004200840,11749
D004202110,11757
D004203551,11764
D004204633,11770
D004206446,11778
D004209386,11786
D004209904,11795
D004210771,11799
D004220695,11806
D004225331,11810
D004227038,11813
D004228790,11822
D004232230,11828
D004232490,11833
D004233190,11841
D004237112,11848
D004239536,11855
D004239789,11864
D004244103,11873
D004244387,11885
D004250678,11890
D004252696,11897
D004258179,11904
D004263128,11911
D004268857,11917
D004273356,11921
D004273905,11931
D004277811,11939
D004286516,11942
D004287919,11946
D004294030,11951
D004299479,11954
D004299837,11964
D004301967,11970
D004302087,11978
D004302940,11987
D004303152,11993
D004303992,12002
D004306764,12011
D004307914,12017
D004310921,12023
D004311331,12030
D004312192,12034
D004312918,12040
D004314479,12047
D004322474,12055
D004324065,12066
D004324485,12072
D004326922,12078
D004332466,12085
D004332657,12092
D004332879,12096
D004340423,12102
D004341895,12108
D004344131,12121
D004344360,12125
D004346715,12132
D004349372,12141
D004353669,12153
D004353676,12160
D004355724,12163
D004355748,12167
D004355953,12179
D004359159,12185
D004361589,12192
D004361657,12198
D004361770,12204
D004362166,12208
D004364979,12215
D004365525,12219
D004371489,12224
D004372264,12237
D004374756,12247
D004374848,12253
D004376873,12257
D004379072,12263
D004381396,12270
D004385349,12273
D004387831,12278
D004388050,12290
D004392873,12294
D004394143,12297
D004396253,12305
D004403371,12313
D004407157,12316
D004415831,12323
D004419228,12328
D004419396,12337
D004419402,12343
D004422006,12351
D004428756,12364
D004435815,12371
D004444169,12380
D004444305,12384
D004452003,12387
D004453116,12398
D004453383,12405
D004453956,12413
D004456902,12420
D004457060,12430
D004460350,12436
D004461548,12442
D004468622,12450
D004472841,12455
D004473596,12466
D004474678,12472
D004478126,12482
D004478409,12489
D004482345,12493
D004497776,12499
D004500766,12507
D004505679,12511
D004506461,12522
D004509134,12525
D004509707,12532
D004512677,12536
D004516231,12540
D004517085,12546
D004520740,12552
D004524793,12558
D004524939,12566
D004527022,12572
D004532224,12578
D004535829,12583
D004536710,12587
D004538387,12595
D004538707,12602
D004538875,12608
D004544524,12618
D004547754,12630
D004549710,12637
D004553915,12646
D004555063,12653
D004555100,12661
D004555216,12674
D004555599,12683
D004556473,12690
D004556831,12693
D004560586,12705
D004565611,12711
D004569220,12716
D004570554,12722
D004570752,12734
D004574682,12747
D004579854,12753
D004580706,12761
D004583622,12770
D004588276,12779
D004588535,12785
D004589334,12794
D004589976,12801
D004591108,12807
D004602255,12811
D004607182,12817
D004608608,12825
D004609780,12829
D004611226,12835
D004613015,12842
D004615347,12846
D004616658,12857
D004617686,12861
D004617884,12868
